,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RUR_S:PM25,BP_EST:PM25,VITRY:PM25,A1:PM25,AUT:PM25,GEN:PM25,RAMBO:PM25,BOB:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Zone Rurale Sud - Bois Herpin,Boulevard Périphérique Est,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Boulevard Péripherique Auteuil,GENNEVILLIERS,Rambouillet,BOBIGNY,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RUR_S,BP_EST,VITRY,A1,AUT,GEN,RAMBO,BOB,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2020/01/07 03:00:00+00,8.400000,13.900000,7.600000,8.100000,12.400000,8.900000,12.200000,9.400000,10.300000,6,8.100000,9,10,151
2020/01/07 04:00:00+00,8.400000,14.400000,9.800000,12.500000,8.300000,,19.200000,14.900000,15.500000,9,8.600000,8,10.300000,152
2020/01/07 05:00:00+00,7.700000,11.700000,6.300000,10.500000,9.400000,,22.500000,12.200000,15.800000,11.400000,6.800000,5.200000,9.100000,153
2020/01/07 06:00:00+00,6.900000,16.600000,4.700000,7.100000,7.400000,8.800000,24.400000,10.400000,20.500000,16.200000,7.300000,5.200000,18,154
2020/01/07 07:00:00+00,8.300000,14.500000,4.400000,5.600000,11.300000,6.700000,17.300000,9.400000,18.400000,22.600000,7.800000,5.100000,14.900000,155
2020/01/07 08:00:00+00,8.300000,19.800000,8.500000,4.400000,,7.900000,16.700000,9.900000,11.800000,20.900000,8.900000,7.800000,16.600000,156
2020/01/07 09:00:00+00,11.600000,18.700000,6.800000,6.200000,,7.500000,18.900000,16.300000,19.600000,12.400000,6,7.800000,18.500000,157
2020/01/07 10:00:00+00,12.400000,15.700000,10.100000,5.200000,11.400000,,15.100000,10.400000,16.600000,13.800000,9.400000,9.300000,15.300000,158
2020/01/07 11:00:00+00,13.800000,12.700000,9.500000,3.600000,10,6,21.300000,10.600000,15.600000,10.800000,9.100000,,8.700000,159
2020/01/07 12:00:00+00,16.600000,13.900000,7.700000,2.600000,11.700000,2.900000,25,12.200000,13.800000,14.100000,4.700000,9.200000,16.400000,160
2020/01/07 13:00:00+00,16,15.600000,6.700000,3.900000,10.200000,3.500000,19.300000,13,13,10.800000,6.700000,4.100000,13.400000,161
2020/01/07 14:00:00+00,15.600000,14,6.400000,4.900000,,4.400000,22.400000,9.200000,16.800000,14.400000,8.100000,2.900000,10.600000,162
2020/01/07 15:00:00+00,15.800000,11.300000,4.900000,4.400000,,4.600000,20.200000,12.400000,16.600000,11.500000,7.500000,6.600000,10.200000,163
2020/01/07 16:00:00+00,13.200000,11.600000,5.600000,3.300000,,4.700000,13.500000,13.200000,13.900000,11.200000,6.700000,4.400000,9.900000,164
2020/01/07 17:00:00+00,11.800000,13.300000,4.600000,3.100000,11.700000,5.200000,22.500000,10.700000,17.300000,13.800000,6.400000,4.500000,10.800000,165
2020/01/07 18:00:00+00,12.400000,12.500000,9.600000,4.500000,13.300000,,17.900000,10.500000,15.900000,15.100000,9.200000,5.700000,10.700000,166
2020/01/07 19:00:00+00,14.400000,9,15.300000,2.700000,11.300000,,17.500000,11.600000,15.200000,13.200000,11.600000,5.400000,15.800000,167
2020/01/07 20:00:00+00,14.700000,9.900000,10.500000,6,13.100000,5.100000,19.400000,,15.900000,13.500000,11.400000,3.100000,10.600000,168
2020/01/07 21:00:00+00,18.900000,10.700000,14.100000,7.500000,11.800000,7.100000,20,9.500000,21.600000,14.800000,10.800000,7.900000,,169
2020/01/07 22:00:00+00,17.900000,9.900000,11.700000,4.200000,14.100000,,19.400000,8,16.600000,17.700000,10,9,,170
2020/01/07 23:00:00+00,13.300000,6.200000,10.700000,1.600000,11.800000,,20.100000,,8.400000,9.600000,8.800000,7.800000,,171
2020/01/08 00:00:00+00,10.600000,9.500000,8.700000,2.200000,9.300000,,13,8.300000,12.100000,11.500000,9.200000,6.800000,13,172
2020/01/08 01:00:00+00,10.200000,12.900000,7.800000,3.400000,8.200000,5.200000,14.300000,6,10.100000,8,6.600000,9,8.300000,173
2020/01/08 02:00:00+00,7.100000,10.200000,4.300000,6.500000,7.100000,4.200000,12.100000,,9,3.700000,8.100000,7.300000,6.600000,174
2020/01/08 03:00:00+00,5.100000,6.900000,4.400000,9.100000,3.800000,,11.800000,,6.500000,3.600000,7.200000,3.900000,4.600000,175
2020/01/08 04:00:00+00,9.100000,11.200000,3.800000,6.900000,1.900000,6.500000,9.200000,,8.200000,6.900000,4.800000,4.600000,5.500000,176
2020/01/08 05:00:00+00,6.200000,9,8.300000,3,4.300000,4.500000,10.300000,3.400000,11.300000,12.500000,6.200000,6.200000,4.700000,177
2020/01/08 06:00:00+00,5.400000,6.800000,5.200000,4.100000,5,4.700000,12.700000,2.600000,10.300000,12.600000,4.800000,3.300000,4.300000,178
2020/01/08 07:00:00+00,3.900000,12.800000,1.800000,4.300000,2.800000,4.600000,8.600000,5.500000,14.700000,11.100000,3.800000,1.700000,5.700000,179
2020/01/08 08:00:00+00,4.800000,12,3.100000,4.100000,4.900000,4.100000,9.200000,5.200000,9.500000,7.800000,2.900000,5.700000,6.500000,180
2020/01/08 09:00:00+00,6.100000,11,2.600000,3.200000,8.400000,2.300000,10.100000,5.500000,12.900000,16.200000,2.300000,7.100000,7.900000,181
2020/01/08 10:00:00+00,6.200000,13.600000,3.800000,3.600000,8.400000,2.100000,12.100000,7.800000,8.500000,15.700000,3.700000,5.400000,6,182
2020/01/08 11:00:00+00,9.100000,11.500000,4,2.400000,9.200000,4.800000,10.400000,5.600000,7.700000,15.600000,5.300000,7.800000,8.900000,183
2020/01/08 12:00:00+00,10.100000,11,1,0.100000,11.400000,7.700000,11.600000,6.500000,17,17.500000,5.200000,10.200000,7.800000,184
2020/01/08 13:00:00+00,12.700000,10.700000,0,4.300000,10.800000,6.500000,12.500000,7.100000,20.300000,17.300000,5.600000,8.300000,12.200000,185
2020/01/08 14:00:00+00,10.600000,10.500000,1.400000,3.600000,9.400000,5.600000,12.400000,7.400000,10.400000,14.200000,5.900000,5.200000,9.400000,186
2020/01/08 15:00:00+00,9.500000,11.700000,3.600000,3.100000,10,5.900000,13.400000,8.600000,21.600000,15.500000,6.400000,4.200000,12.500000,187
2020/01/08 16:00:00+00,8.100000,20.200000,5.300000,1.900000,7,5.200000,9,6.100000,10.400000,13.300000,5.700000,8.100000,13.300000,188
2020/01/08 17:00:00+00,7.300000,16.600000,7.500000,0,5.500000,6.200000,11.900000,7.600000,11.600000,9.100000,6.900000,8.900000,8.500000,189
2020/01/08 18:00:00+00,11,18.800000,8.300000,1.100000,7.600000,5.800000,11,8.700000,13.900000,10.100000,6.200000,7.200000,8.800000,190
2020/01/08 19:00:00+00,12.700000,14.600000,8,3.300000,9.100000,4.100000,11.200000,6.600000,12.400000,12.900000,5.700000,8.400000,10.600000,191
2020/01/08 20:00:00+00,11.400000,10.600000,7.200000,5.100000,8.200000,6.800000,15,5.100000,14.700000,12.100000,5.100000,10,9.700000,192
2020/01/08 21:00:00+00,11.600000,9.100000,5.900000,4.200000,7.900000,7.500000,18,5.200000,15.100000,10.100000,6.900000,10.700000,13.300000,193
2020/01/08 22:00:00+00,12.200000,11.300000,6.500000,2.700000,8.900000,10.800000,12.900000,10.800000,15.300000,16.800000,6.600000,10.700000,11.100000,194
2020/01/08 23:00:00+00,12.600000,16,7.700000,3.700000,11,8.300000,14,10.600000,10.300000,15.100000,8.800000,10.800000,9.200000,195
2020/01/09 00:00:00+00,12.200000,11,8.700000,5,11.100000,7,14.600000,9.800000,14,13.900000,9,7.800000,8.800000,196
2020/01/09 01:00:00+00,9.800000,6.200000,9.700000,3.400000,9,7.100000,10.800000,8,9.800000,7.900000,9.600000,7.600000,7.600000,197
2020/01/09 02:00:00+00,8,4.300000,9.900000,2.100000,6.700000,5.500000,8.100000,8.500000,6.400000,6.900000,8.300000,9.800000,5.500000,198
2020/01/09 03:00:00+00,7.500000,6.600000,7.800000,3.400000,6.700000,4.200000,7.300000,,3.500000,6.500000,6.900000,6.700000,4.900000,199
2020/01/09 04:00:00+00,7.600000,9.400000,6.800000,3.400000,6.500000,4.900000,8.700000,7.800000,5.800000,6.500000,7.300000,9.600000,7.200000,200
2020/01/09 05:00:00+00,8.200000,5.900000,6.600000,5.700000,6.700000,,11.500000,6.500000,6.900000,8.900000,5.900000,8.200000,9.100000,201
2020/01/09 06:00:00+00,8.300000,8.400000,4.500000,4.200000,5.200000,,10.600000,6.500000,9.800000,10.500000,4.800000,7,10.200000,202
2020/01/09 07:00:00+00,7.500000,7.800000,5,0,5.200000,2.500000,10.900000,5.700000,5.500000,10.300000,3.900000,6.200000,6.800000,203
2020/01/09 08:00:00+00,5.700000,5.500000,4.400000,0,4.900000,4.700000,11.100000,4.700000,1.400000,9,5.100000,4.300000,8.100000,204
2020/01/09 09:00:00+00,5.800000,3.600000,5.300000,1.100000,4.500000,3.500000,,4.100000,5.100000,7.600000,5.500000,4.800000,8.800000,205
2020/01/09 10:00:00+00,8,11,4.100000,3.900000,6.100000,5.700000,,6,6.700000,7.400000,5.700000,6.800000,,206
2020/01/09 11:00:00+00,8.400000,9.600000,6.300000,3.200000,4.700000,5.400000,,5.800000,8.100000,7.300000,5.300000,6.300000,,207
2020/01/09 12:00:00+00,6.800000,10.100000,5.500000,7.700000,2.400000,5.500000,7.600000,5.700000,7.100000,10.100000,5.500000,9.500000,,208
2020/01/09 13:00:00+00,8.200000,8.700000,5.900000,6.100000,4.200000,3.700000,6.900000,5.700000,7.200000,9.200000,6.800000,7,8.300000,209
2020/01/09 14:00:00+00,9.400000,9,5.500000,2.200000,4.800000,5.700000,9.600000,7.600000,10,8.600000,6.500000,5.700000,6.100000,210
2020/01/09 15:00:00+00,9.700000,8.200000,4.700000,0.600000,7.300000,4.100000,9.900000,8.900000,11,13.200000,5.600000,6.400000,7.800000,211
2020/01/09 16:00:00+00,9.700000,5.600000,4.900000,2.300000,5.400000,3.700000,11.200000,8.500000,9,8.400000,9.200000,5.900000,7,212
2020/01/09 17:00:00+00,9.200000,8.800000,5.900000,2.400000,2.400000,6.900000,12.100000,6.100000,9.400000,7.900000,5.600000,5.900000,7.300000,213
2020/01/09 18:00:00+00,9.500000,11.600000,5.900000,1.800000,5.100000,4.400000,12.500000,6.600000,7.900000,6.800000,4.100000,6,8,214
2020/01/09 19:00:00+00,9.600000,7.500000,6.200000,1.700000,5.300000,4.900000,15,7.900000,8.900000,5.500000,4.700000,7.700000,5.800000,215
2020/01/09 20:00:00+00,10.800000,7.500000,4.800000,3.500000,9.800000,4.200000,13.600000,6.100000,10,5.900000,3.400000,11,6.600000,216
2020/01/09 21:00:00+00,15.300000,7.400000,6.300000,5.700000,8.300000,5.200000,8.900000,5.900000,10,6.500000,3.300000,7.700000,8,217
2020/01/09 22:00:00+00,10.800000,13.200000,4.600000,3.800000,7.500000,3.300000,7.300000,7.600000,6.200000,4.600000,3.100000,5.100000,6,218
2020/01/09 23:00:00+00,6.100000,6.700000,3.800000,1.100000,4.300000,3,8.600000,5.400000,8,4.400000,5.500000,6.900000,5.700000,219
2020/01/10 00:00:00+00,4.600000,1.800000,4.300000,1.600000,7.900000,6.500000,8,3,7.300000,6,4.600000,4.500000,5.400000,220
2020/01/10 01:00:00+00,3.400000,4.200000,3.500000,2.600000,6.100000,6.100000,9.200000,2,4.600000,7.700000,5,5.100000,3.200000,221
2020/01/10 02:00:00+00,2.500000,12.600000,4.300000,2,7.500000,4.700000,7.500000,2.500000,1,9.500000,2.800000,5.800000,5.600000,222
2020/01/10 03:00:00+00,2.400000,7.400000,3,2.500000,4.900000,3.800000,6.100000,2.800000,2.400000,7.100000,4.100000,4.800000,5.100000,223
2020/01/10 04:00:00+00,4.200000,8,1.100000,2.500000,4.200000,2.800000,5.900000,6.900000,6.400000,8.300000,4.600000,3.500000,3.700000,224
2020/01/10 05:00:00+00,3.300000,6.200000,2.800000,2.500000,3.700000,2,10.100000,5.900000,9.600000,9.500000,4.200000,4.400000,3.100000,225
2020/01/10 06:00:00+00,3.100000,9.400000,5.500000,1.400000,3.100000,2.600000,6.800000,5.300000,14,14.100000,3.300000,5.700000,3.300000,226
2020/01/10 07:00:00+00,3.500000,12.600000,6.300000,3,5.700000,2.500000,6,5,12.700000,17.200000,2.200000,4.800000,3,227
2020/01/10 08:00:00+00,5.900000,9,3.700000,2.300000,5.700000,4.400000,9.200000,5,12.800000,14.400000,4.200000,5.300000,4.600000,228
2020/01/10 09:00:00+00,6.800000,12,4.700000,0.800000,6.900000,7,9.300000,7,11.400000,9.800000,6.900000,4.300000,6.700000,229
2020/01/10 10:00:00+00,5.500000,10.700000,6.400000,1.800000,7.500000,6,8,9.400000,14.400000,15.800000,7,7.900000,8.600000,230
2020/01/10 11:00:00+00,8.300000,15.200000,6,2.500000,4.600000,8,9.700000,9.300000,11.200000,18.600000,6.600000,8.100000,8.400000,231
2020/01/10 12:00:00+00,7.500000,10.900000,4.300000,3.700000,2.600000,8.200000,6,9.200000,9.500000,12.200000,4.800000,9,6.100000,232
2020/01/10 13:00:00+00,6.300000,6.800000,5.200000,4.100000,1.900000,6.900000,8.900000,,9.500000,12.800000,5.100000,5.400000,4.700000,233
2020/01/10 14:00:00+00,5.700000,14.400000,3.100000,4.700000,3.200000,5,9.800000,,6.100000,11.300000,3.300000,2.600000,4.700000,234
2020/01/10 15:00:00+00,3.400000,12.300000,2.400000,2.800000,6.100000,2.700000,10.600000,4.300000,4.200000,15.200000,4.300000,5.100000,4.800000,235
2020/01/10 16:00:00+00,6,9.100000,3.800000,1.300000,5.800000,3.800000,8.700000,5,9.800000,16.500000,4.600000,7.300000,6.600000,236
2020/01/10 17:00:00+00,5.400000,14.300000,3.500000,0.600000,6.200000,4.100000,10.500000,5.500000,8.400000,17.900000,5.100000,4.400000,7.300000,237
2020/01/10 18:00:00+00,13,16.200000,6.700000,1.500000,6.300000,5,6.400000,8.600000,10.100000,13.700000,5.800000,4.800000,9.400000,238
2020/01/10 19:00:00+00,9.500000,13.100000,6.100000,3.100000,9.400000,4.600000,6.800000,8.600000,10.800000,11,7.500000,6.100000,8.300000,239
2020/01/10 20:00:00+00,9.900000,15.500000,5.700000,6.900000,9.400000,6.400000,8.700000,8.500000,12.900000,14.300000,8.400000,11.800000,7.700000,240
2020/01/10 21:00:00+00,9.300000,18.100000,8.100000,7.400000,7.600000,5.400000,11.400000,16.300000,16.400000,21.400000,8.100000,9.500000,8.900000,241
2020/01/10 22:00:00+00,10.700000,23.900000,8.200000,5.500000,16.100000,9.300000,10.300000,7.400000,16,22.800000,8.300000,11.500000,9.700000,242
2020/01/10 23:00:00+00,10.200000,24.700000,6.900000,8.200000,6.500000,11.100000,17.700000,13.500000,17.100000,19.800000,8.300000,13.600000,9.600000,243
2020/01/11 00:00:00+00,8.900000,24,4.400000,7.800000,6.100000,9.700000,9,13.500000,25.600000,20.500000,12.200000,13.100000,8.300000,244
2020/01/11 01:00:00+00,9,19.500000,10.100000,8.700000,5.800000,9.200000,10.700000,9.300000,19.600000,17.800000,12.500000,10.300000,12,245
2020/01/11 02:00:00+00,8.300000,16.300000,10.100000,7.300000,11.900000,7.700000,10.500000,11.600000,12.200000,18.900000,12.700000,12,14.100000,246
2020/01/11 03:00:00+00,9.100000,14,7.300000,5.800000,13.800000,6.900000,15.700000,,13.300000,16,12.800000,9.100000,13.400000,247
2020/01/11 04:00:00+00,8.500000,15.200000,7.600000,3.400000,14.100000,6.900000,18.100000,16.200000,13.900000,17.700000,10.900000,9.300000,10.100000,248
2020/01/11 05:00:00+00,5.700000,13.600000,5.600000,2.900000,15.400000,7.900000,17.900000,14.900000,11.500000,16.800000,10.500000,10.800000,10.500000,249
2020/01/11 06:00:00+00,6.700000,12.800000,9.300000,2.400000,14.800000,8.500000,24.700000,11.600000,15.400000,15.700000,6.500000,7.300000,11.100000,250
2020/01/11 07:00:00+00,9.300000,14.200000,11.500000,9,11.300000,4.900000,24,15.400000,15.300000,15.400000,6.800000,4.900000,12.600000,251
2020/01/11 08:00:00+00,8.700000,14.700000,11.300000,6.400000,15.300000,5.800000,20,11.700000,14,15.500000,6,5,12.500000,252
2020/01/11 09:00:00+00,9.400000,19.900000,10.100000,5.300000,12.200000,6.600000,19.900000,13.100000,11.900000,12.200000,6.100000,9.700000,10,253
2020/01/11 10:00:00+00,9.900000,20.200000,7.900000,8.800000,11.700000,5.200000,20,11.700000,8.900000,13.100000,5.800000,10,12.300000,254
2020/01/11 11:00:00+00,10.100000,15.600000,7.200000,5.600000,8.300000,7.200000,12.300000,12,10.300000,13.500000,4.600000,6.600000,9.400000,255
2020/01/11 12:00:00+00,8.100000,14.200000,4.500000,2.500000,8.300000,5.400000,10.900000,9.100000,7.400000,14.300000,6.100000,6.300000,5.300000,256
2020/01/11 13:00:00+00,9.600000,13.300000,2.300000,2,5,7,8.300000,7.700000,9.700000,12.800000,5.200000,7.500000,7,257
2020/01/11 14:00:00+00,9.400000,11.100000,3.500000,4.500000,6.800000,4.700000,8.900000,8.600000,8.100000,8.700000,4.900000,5.300000,8.400000,258
2020/01/11 15:00:00+00,9.600000,8.900000,4.200000,6.400000,5.900000,,16,10,6,10.500000,5.100000,5.700000,5,259
2020/01/11 16:00:00+00,9.500000,9.400000,5.700000,3.800000,5.700000,4.400000,11.400000,7,10,10.900000,5,4.900000,7.500000,260
2020/01/11 17:00:00+00,10.100000,22.100000,5.400000,1.700000,9.200000,5.500000,18,9.500000,9.800000,14.800000,4.600000,9.200000,8.700000,261
2020/01/11 18:00:00+00,10.900000,23.900000,4.900000,2.200000,14.600000,10.200000,24.200000,18.400000,9,12.500000,6.200000,7.200000,15.800000,262
2020/01/11 19:00:00+00,15.500000,33.800000,10.300000,1.500000,12.900000,7.900000,26.200000,19.200000,12,18.500000,6.900000,17.600000,20.200000,263
2020/01/11 20:00:00+00,19.900000,43.100000,7,5.300000,12.800000,8.300000,24.300000,18.500000,20.400000,17.200000,9.100000,36,17.200000,264
2020/01/11 21:00:00+00,20.100000,32,10.600000,10.900000,20.600000,9.700000,37.400000,22.200000,12.400000,20.700000,11.100000,21.200000,24.100000,265
2020/01/11 22:00:00+00,24.500000,30.700000,16.700000,8.700000,20.200000,13,29.200000,21.900000,17.200000,24.100000,12.300000,8.900000,20.800000,266
2020/01/11 23:00:00+00,24.300000,14.400000,11.800000,9,21.800000,14.300000,34,19.400000,21.400000,14,9.100000,12.800000,23.200000,267
2020/01/12 00:00:00+00,23.700000,15.400000,10.500000,10.400000,17.300000,12.700000,26.500000,21.700000,20.900000,19,11.800000,10.400000,20,268
2020/01/12 01:00:00+00,25.100000,22.200000,11.500000,9.100000,16.700000,10.800000,28.700000,,22.200000,19.700000,10.500000,10.300000,20.100000,269
2020/01/12 02:00:00+00,22.800000,13.300000,8,8.800000,10.200000,6.800000,16.800000,17,13.100000,18.800000,8.800000,10.700000,14.800000,270
2020/01/12 03:00:00+00,16.400000,12.900000,8.100000,11.900000,11.600000,9.100000,11.100000,12.200000,13.100000,10.800000,9.800000,11.700000,13,271
2020/01/12 04:00:00+00,12.600000,13.100000,6.800000,8.700000,8.100000,10.300000,12.200000,9.700000,9.800000,9.100000,7.700000,9.100000,13.800000,272
2020/01/12 05:00:00+00,12.800000,9.200000,4.100000,10.700000,7.600000,7.400000,14.300000,9.700000,10.900000,6.400000,7.600000,5.700000,10.400000,273
2020/01/12 06:00:00+00,11,5.900000,3.700000,7.800000,9.100000,9,10.900000,6.500000,12,7.900000,9.100000,6.900000,8.400000,274
2020/01/12 07:00:00+00,7.800000,7.100000,7.800000,6.800000,9.700000,7.100000,14.100000,7.800000,9.800000,9.300000,7.200000,5.800000,7.900000,275
2020/01/12 08:00:00+00,8.600000,6.900000,7.300000,6,7.300000,5.300000,13.900000,7.500000,16.700000,8.600000,5.400000,12,8.900000,276
2020/01/12 09:00:00+00,7,8.500000,7.300000,5.800000,8.700000,5.700000,13.400000,9.200000,11.700000,9.100000,4.800000,12.100000,7.200000,277
2020/01/12 10:00:00+00,8.700000,9.500000,7.200000,4.400000,9,7.400000,17.200000,9.500000,11.600000,9.600000,6.200000,13.100000,7.300000,278
2020/01/12 11:00:00+00,8.700000,8.500000,6.400000,6,7.600000,6.900000,16,9.800000,12.200000,11.200000,5.400000,8,11.200000,279
2020/01/12 12:00:00+00,9.600000,11.100000,5,5.700000,8.800000,6.300000,15.500000,8,11.600000,8.400000,6.200000,4.300000,8.500000,280
2020/01/12 13:00:00+00,8.100000,13,7.100000,2.900000,5.800000,3.800000,9.600000,6.300000,12.600000,9.800000,5.700000,4.600000,8.800000,281
2020/01/12 14:00:00+00,8.700000,15.100000,5.200000,0.200000,7.800000,4.600000,14.600000,5.900000,13.200000,9.500000,6.500000,10.700000,7.800000,282
2020/01/12 15:00:00+00,11.500000,12.100000,3.200000,0,13.500000,4.500000,16.500000,6.700000,15.300000,10.600000,7.500000,7.400000,9.300000,283
2020/01/12 16:00:00+00,8.100000,13.300000,3.800000,3.100000,10,3.500000,18,11.600000,11.200000,11.600000,7.700000,7.700000,9.300000,284
2020/01/12 17:00:00+00,8.600000,10.500000,6.900000,4.400000,9.700000,5.700000,17.400000,8.300000,11.200000,9.900000,7.300000,6.800000,7.700000,285
2020/01/12 18:00:00+00,10,9.400000,6.500000,8.500000,9.400000,4.500000,14,10.900000,17.200000,13.200000,6.900000,8.400000,13.100000,286
2020/01/12 19:00:00+00,10.100000,12.700000,10.900000,5.200000,17.700000,2.300000,13.300000,10.600000,8.900000,12.300000,8.300000,11.200000,10.600000,287
2020/01/12 20:00:00+00,12.800000,11.100000,10.500000,4,11.200000,4.500000,18.500000,10.700000,11.400000,15.300000,9.400000,11.500000,7.600000,288
2020/01/12 21:00:00+00,12.900000,8.300000,10,8.900000,11.400000,6.200000,22.300000,11.600000,18.800000,11.200000,9.600000,17.700000,9.800000,289
2020/01/12 22:00:00+00,14.100000,7.600000,9.600000,7.400000,11.900000,5.600000,16.700000,,8,12.300000,8.500000,7.600000,12.300000,290
2020/01/12 23:00:00+00,11.200000,5.700000,10.100000,9,12.200000,7.500000,18.500000,6.300000,15.500000,13.900000,9.800000,8.100000,,291
2020/01/13 00:00:00+00,10.400000,8.300000,9.700000,6.600000,9.900000,6.900000,8.800000,4.600000,10.200000,9.200000,9.600000,5.800000,6.100000,292
2020/01/13 01:00:00+00,8.900000,8.500000,10.400000,3.300000,8.900000,7.200000,8.600000,2.700000,6.900000,8.100000,7.700000,7.300000,9.300000,293
2020/01/13 02:00:00+00,6.600000,5.600000,7.700000,2.100000,7.500000,5.400000,6.200000,2.600000,4.400000,6.900000,6.900000,5.400000,6.600000,294
2020/01/13 03:00:00+00,5.100000,7.500000,4.400000,0.700000,5.500000,4.400000,12.400000,4.400000,5.300000,4.300000,6.800000,3.800000,3.300000,295
2020/01/13 04:00:00+00,5.500000,4.800000,3.500000,3.800000,4.900000,3.500000,9.300000,7.900000,4.900000,4,6.300000,5,5.300000,296
2020/01/13 05:00:00+00,4.700000,4.700000,4.300000,3.300000,4.100000,5,15.300000,6.500000,8.200000,10.900000,6.600000,3.700000,7.300000,297
2020/01/13 06:00:00+00,6.100000,11.700000,1.900000,3.800000,7.900000,4.500000,15.200000,6.600000,6.200000,9.700000,6.300000,3.200000,6.200000,298
2020/01/13 07:00:00+00,6.700000,9.400000,3.100000,4.700000,9,3.400000,8.900000,9.800000,12.600000,11.100000,5.800000,7.400000,7,299
2020/01/13 08:00:00+00,8.500000,,5.100000,3.500000,7.700000,6,7.500000,7,15,11.700000,4.600000,6.200000,9.600000,300
2020/01/13 09:00:00+00,8.900000,5.300000,11.700000,1,12.700000,4.300000,12,6.800000,11.400000,9.100000,5.300000,3.800000,9.800000,301
2020/01/13 10:00:00+00,9.900000,6.600000,9.700000,1,9.700000,2.600000,14.700000,6.600000,10.800000,10.400000,6.800000,3,8.200000,302
2020/01/13 11:00:00+00,8.300000,9.600000,6.800000,3.100000,5.300000,3.900000,11.100000,4.200000,14.700000,7.300000,4.800000,6.900000,6.700000,303
2020/01/13 12:00:00+00,8.700000,,7.800000,1.500000,5.600000,,13.600000,3.900000,9.700000,8.200000,7.500000,5,3.800000,304
2020/01/13 13:00:00+00,9.900000,10.300000,5.800000,1.100000,5.600000,,12.300000,2.700000,12.600000,7.700000,5.200000,3.200000,5.200000,305
2020/01/13 14:00:00+00,9.600000,7.100000,3.600000,3.600000,5.200000,,15.500000,2.900000,12.200000,6.600000,5.200000,5.500000,9.400000,306
2020/01/13 15:00:00+00,7.700000,8.300000,5.800000,2,4.600000,,9.700000,5.200000,10.100000,7.200000,5.900000,4.400000,5.600000,307
2020/01/13 16:00:00+00,5.800000,8.900000,4.900000,0,4.800000,,12.500000,8,9.400000,4.700000,4.900000,3.700000,2.600000,308
2020/01/13 17:00:00+00,7.400000,8.700000,3.400000,0.500000,4,8,9.500000,8,7.200000,7.100000,3.600000,4.400000,2.900000,309
2020/01/13 18:00:00+00,7.400000,5.900000,5.300000,0.900000,3.200000,6.900000,10.200000,5.600000,14,7.200000,3,3.100000,,310
2020/01/13 19:00:00+00,8.100000,,4.900000,5.700000,4.600000,3.900000,10.300000,4.700000,9.700000,8.600000,6.200000,6.100000,2.200000,311
2020/01/13 20:00:00+00,10.900000,,4.400000,7.700000,4.300000,2.800000,9.300000,4.700000,11.200000,6.600000,4.600000,5.400000,4.100000,312
2020/01/13 21:00:00+00,7.500000,9.100000,3.900000,6,6.800000,,10.700000,5.400000,7.900000,5.200000,3.200000,6.300000,4.100000,313
2020/01/13 22:00:00+00,5,6.500000,4.400000,3.600000,5.700000,,11,4.900000,7.200000,5.900000,2.300000,6.400000,4.200000,314
2020/01/13 23:00:00+00,4.900000,9,6.200000,1.500000,4.700000,4.100000,7.500000,5.400000,6.300000,4.600000,4.400000,3.600000,,315
2020/01/14 00:00:00+00,6.300000,5.400000,6,0.400000,4.400000,2.500000,8.300000,7.700000,5.900000,6.600000,3.600000,3.300000,,316
2020/01/14 01:00:00+00,5,3.300000,8,0,4.900000,3.800000,7.100000,,4.500000,7.500000,3.100000,5.200000,,317
2020/01/14 02:00:00+00,3.500000,2.400000,,0.800000,7.100000,2.400000,6.100000,,3.600000,5.500000,2.900000,3.200000,,318
2020/01/14 03:00:00+00,3.600000,1.300000,,3.900000,5.300000,0.400000,5.700000,,2.500000,4.100000,4.400000,1.300000,3.900000,319
2020/01/14 04:00:00+00,3,7.800000,,3.200000,1.600000,2.600000,6.100000,,3.500000,3.600000,0.300000,3.200000,4.500000,320
2020/01/14 05:00:00+00,3.300000,8.200000,,3.500000,1.200000,3.800000,9.300000,5.900000,7,2.100000,3.700000,7,4.300000,321
2020/01/14 06:00:00+00,,7.200000,,3.300000,3.900000,3.300000,9.400000,4.800000,9.900000,4,3.800000,8,5.100000,322
